Gene_id	Description	T5min_1	T5min_2	T5min_3	T15min_1	T15min_2	T15min_3	T4h_1	T4h_2	T4h_3	T8h_1	T8h_2	T8h_3	T12h_1	T12h_2	T12h_3	T24h_1	T24h_2	T24h_3	T48h_1	T48h_2	T48h_3	T72h_1	T72h_2	T72h_3	T120h_1	T120h_2	T120h_3	T221h_1	T221h_2	T221h_3	T288h_1	T288h_2	T288h_3	T290h_1	T290h_2	T290h_3	T292h_1	T292h_2	T292h_3	T294h_1	T294h_2	T294h_3	T296h_1	T296h_2	T296h_3	T296h_1prim	T296h_2prim	T296h_3prim
CEG38410	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG38411	hypothetical_protein	240	138	357	215	315	373	5	17	8	6	0	8	5	12	5	5	0	3	6	12	0	9	2	23	24	30	22	259	43	267	399	575	294	258	542	537	322	308	434	268	295	507	322	319	264	327	385	410
CEG38412	hypothetical_protein	4	0	6	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	6	0	0	6	2	0	0	0	3	5	1	1	2	2	2	7	0
CEG38413	origin_recognition_complex	325	200	230	395	335	304	2	5	14	0	6	5	10	12	13	10	6	12	7	14	3	4	4	15	29	14	27	149	48	179	295	285	150	156	235	377	221	197	244	153	208	309	255	411	109	376	294	550
CEG38414	hypothetical_protein	42	52	41	49	77	63	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	7	0	8	100	185	6	109	193	169
CEG38415	hypothetical_protein	243	269	216	256	296	253	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	17	3	5	377	638	70	479	563	499
CEG38416	RWP-RK_domain	114	96	168	125	155	194	152	307	661	148	615	433	250	193	285	124	48	149	60	63	15	5	5	18	0	0	0	37	0	39	95	93	32	40	105	122	66	59	55	66	82	135	58	92	59	115	130	134
CEG38417	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CEG38418	conserved_hypothetical_protein	23	13	27	25	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	0	4	1	0	31	7	0	4	4	2	6	14	4	2	8	2	13	4
CEG38419	hypothetical_protein	375	296	377	408	344	342	24	35	46	2	3	6	4	4	3	5	0	5	15	7	5	2	8	16	30	9	19	92	22	86	207	133	67	112	169	166	95	67	85	102	80	170	56	75	109	67	67	263
CEG38420	protein_heat_shock_protein	139	151	182	261	299	341	14	54	109	3	24	11	15	8	14	32	12	40	188	183	88	90	90	214	827	433	678	2035	469	2075	4451	6764	3449	3491	6746	6589	5106	4407	4397	3098	2984	4603	781	945	1113	660	938	1415
CEG38421	hypothetical_protein	74	102	83	106	140	105	0	0	8	3	2	2	5	0	3	0	1	0	0	0	1	0	0	0	4	1	1	10	1	42	39	39	22	9	22	41	25	22	18	22	14	31	28	84	17	63	65	114
CEG38422	magnesium_and_cobalt_transporter	466	433	494	716	823	623	19	13	3	9	27	14	21	6	3	18	8	29	18	42	3	33	3	16	43	16	51	247	56	255	491	561	352	231	458	560	265	174	259	217	257	341	192	326	161	415	459	763
CEG38423	hypothetical_protein	4336	4239	2795	3758	2986	2614	1	4	2	3	4	4	0	7	8	7	8	10	4	24	23	11	9	19	52	22	63	493	118	492	839	1214	479	558	929	889	751	737	743	700	664	1028	1825	2644	435	2824	2686	2852
CEG38424	diphosphomevalonate_decarboxylase	290	283	374	297	403	392	0	5	15	5	16	3	13	9	6	5	9	5	23	14	7	15	12	16	51	18	46	250	62	251	352	437	234	245	493	481	326	305	330	312	272	510	589	869	224	973	1082	1101
CEG38425	Molecular_chaperone_(DnaJ_superfamily)	991	1159	1566	922	1372	1546	43	72	122	18	47	39	29	7	21	14	1	29	39	32	8	12	25	24	82	49	78	415	105	395	668	815	413	361	896	697	432	364	456	391	342	681	876	1302	425	1658	1693	1758
CEG38426	radial_spoke_protein_11	5655	4385	3599	4552	3288	2972	43	140	115	7	30	46	23	3	18	0	9	20	2	19	0	12	13	13	13	4	16	184	27	133	239	295	202	170	236	298	268	193	225	231	298	330	1501	2418	301	2254	1816	2139
CEG38427	Serine/threonine_kinase_receptor-associated_protein	1633	1972	2173	2386	2781	2645	7	26	42	9	5	15	17	12	1	13	1	25	63	82	16	45	37	84	220	144	206	1337	284	1405	1684	2358	1335	1389	2359	2618	2044	1922	2236	1885	1804	2616	2238	3462	1101	3248	3219	3922
CEG38428	hypothetical_protein	1047	580	781	1613	1647	1199	6	22	14	8	17	6	8	6	0	1	0	0	7	32	0	2	6	0	43	10	28	122	29	120	281	336	211	190	410	337	251	229	247	255	200	298	136	327	80	335	281	616
CEG38429	ap-3_complex_subunit	2084	1364	1835	1845	1994	1651	1	1	20	6	11	2	14	9	7	28	16	33	55	196	34	55	69	93	467	214	339	2579	720	2692	3174	4243	2328	2136	4627	4451	2489	2169	2585	1661	2052	2908	1168	1288	966	1200	1409	1932
CEG38430	hypothetical_protein	24	21	13	27	29	26	0	3	8	6	18	8	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	7	2	6	1	0	1	4	0	0	14	1	4	3	0	8	0	0	0
CEG38431	Defense-related_protein_containing_SCP_domain	15	16	10	20	14	14	18	35	92	175	433	269	156	204	209	99	33	80	10	19	0	0	3	1	26	13	22	6	2	2	4	11	14	6	6	7	15	14	13	178	151	173	7	21	26	3	4	6
CEG38432	RxLR-like_protein	850	877	1267	1330	1659	1588	17	34	68	62	251	227	101	75	129	43	12	55	9	28	12	11	5	9	37	28	59	213	63	260	314	415	233	178	464	329	241	178	241	757	552	778	516	782	384	910	781	1102
CEG38433	Defense-related_protein_containing_SCP_domain	23	11	14	15	21	11	0	0	0	0	0	0	7	1	1	2	0	3	11	7	0	3	9	7	34	12	19	63	44	72	90	110	37	38	62	40	56	14	32	54	56	35	21	53	59	45	27	51
CEG38434	tpr_domain-containing_protein	92	30	40	74	73	57	0	0	4	1	0	0	5	3	4	14	12	14	5	47	14	7	28	19	31	20	30	518	120	470	731	1007	602	409	513	542	512	443	490	462	388	535	207	263	208	222	211	366
CEG38435	Nucleolar_GTPase/ATPase_p130	9	9	9	36	38	39	24	26	51	24	26	25	11	21	35	27	3	15	10	27	43	16	35	33	64	59	87	229	42	158	140	215	154	96	89	73	42	13	15	50	66	48	35	6	148	1	1	72
CEG38436	hypothetical_protein	0	0	4	0	1	3	79	108	185	2	20	14	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	0	0	2
CEG38437	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG38438	hypothetical_protein	0	1	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	2	0	3	3	2	0	5	7	4
CEG38439	hypothetical_protein	0	7	1	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	3	1	2	0	1	0	0	1	3	0	6	5	0	2	0	4
CEG38440	hypothetical_protein	34	63	52	56	51	60	0	0	13	0	3	0	7	0	6	2	4	3	0	0	0	0	0	0	0	0	0	1	0	1	1	3	7	5	6	1	0	2	7	8	1	8	11	12	0	21	10	15
CEG38441	hypothetical_protein	102	106	110	133	130	147	0	2	9	0	2	4	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	2	0	8	5	19	1	7	4	13	3	13	11	27	9	22	40	68	19	59	65	75
CEG38442	histone_acetyltransferase_p300-like	287	237	203	201	173	175	2	21	4	10	19	12	8	1	4	17	3	6	9	20	15	12	7	9	15	6	17	81	23	74	123	183	78	52	98	136	114	65	94	61	62	105	197	243	88	303	203	240
CEG38443	sulfate_permease_family	577	303	351	517	442	399	60	93	166	64	164	105	33	48	53	36	16	40	35	45	11	13	11	13	53	34	53	279	107	257	369	521	369	254	445	476	300	279	298	433	374	543	714	915	291	831	758	1028
CEG38444	hypothetical_protein	55	39	41	109	108	106	0	0	0	4	0	4	0	0	0	0	0	0	1	2	0	5	5	0	0	3	3	19	2	21	40	35	6	11	18	33	17	21	19	35	12	53	28	34	26	44	28	31
CEG38445	sulfate_permease_family	385	199	241	650	731	574	2	13	7	3	16	6	6	4	0	2	0	10	0	17	2	1	4	9	13	9	19	128	31	117	205	168	88	62	170	152	126	73	60	87	73	118	81	124	57	57	106	191
CEG38446	hypothetical_protein	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	1	3	5	0	0	0	4	0	2	4	6
CEG38447	hydroxymethylglutaryl-synthase	641	620	892	1042	1368	1252	5	7	45	0	18	22	3	7	20	12	0	9	23	26	6	8	11	18	47	24	49	242	40	222	468	614	353	324	579	422	347	256	307	448	367	619	148	168	200	117	194	218
CEG38448	hypothetical_protein	242	234	340	276	339	370	204	329	637	197	604	498	224	188	284	173	75	159	166	173	55	27	28	75	127	36	112	296	84	294	514	795	471	434	704	501	384	194	241	322	354	497	572	552	417	546	524	663
CEG38449	Cobyrinic_acid_a,c-diamide_synthase	493	506	581	559	644	607	9	18	10	11	27	9	22	6	17	26	8	20	48	36	20	15	8	29	84	28	70	521	82	495	748	924	466	489	982	876	505	379	369	242	389	478	157	106	229	74	118	143
CEG38450	protein	667	619	717	785	865	857	9	45	36	5	44	12	43	15	13	8	4	35	32	62	21	17	27	47	119	60	87	527	151	473	672	940	564	404	718	763	552	412	478	546	502	758	507	549	297	550	760	696
CEG38451	mitochondrial_matrix_protein_frataxin	178	149	176	215	211	186	0	3	3	0	0	0	2	0	0	8	0	18	8	56	22	25	28	31	110	88	98	848	207	797	1304	1605	650	769	1259	1509	883	764	814	521	708	889	314	270	375	276	378	310
CEG38452	hypothetical_protein	938	765	1064	1160	1504	1241	4	3	4	4	2	0	0	1	5	3	2	2	2	7	0	1	2	2	4	5	5	54	9	71	104	149	66	61	143	136	43	77	115	97	56	140	82	154	73	102	187	200
CEG38453	Aminotransferase,_class_IV	123	162	153	175	179	182	0	5	0	0	1	1	0	0	0	0	0	0	0	1	3	0	1	0	11	5	2	61	11	56	115	162	55	77	65	121	104	46	62	84	59	71	83	154	39	131	161	227
CEG38454	NADH:ubiquinone_oxidoreductase,_NDUFS6/13_kDa_subunit	770	824	691	783	818	695	10	24	31	15	15	12	24	10	21	14	2	28	41	64	29	27	29	61	186	117	143	852	258	647	1072	1373	750	521	1008	914	617	550	577	521	605	727	297	325	481	303	454	427
CEG38455	Membrane_coat_complex_Retromer,_subunit_VPS35	335	326	410	357	513	471	3	4	7	5	36	15	15	7	9	19	1	6	12	32	6	4	8	24	98	41	43	407	94	458	475	546	318	328	582	538	269	254	370	445	399	656	522	978	434	722	894	1472
CEG38456	hypothetical_protein	1629	1566	1195	1822	1476	1099	83	59	145	118	385	217	147	127	199	38	33	77	46	87	18	14	5	26	22	9	13	97	30	108	126	202	137	99	90	85	66	20	29	166	109	125	27536	16310	3018	12924	9238	5165
CEG38457	hypothetical_protein	4	7	2	3	4	2	0	0	0	0	0	4	2	0	0	1	0	3	5	23	0	0	2	6	6	2	2	13	10	11	42	30	19	40	70	53	18	24	25	14	13	35	12	5	19	18	36	14
CEG38458	like_protein	384	333	379	419	482	389	9	12	33	5	60	23	15	23	28	40	9	22	20	54	15	15	28	43	99	80	88	693	195	618	1016	990	649	536	909	1020	539	444	502	361	520	714	329	430	285	481	653	770
CEG38459	Tetratricopeptide-like_helical	984	826	983	780	867	719	4	17	6	5	20	7	8	10	4	9	7	21	20	34	13	11	14	23	70	42	30	268	67	270	489	451	240	224	688	458	138	80	142	118	160	185	396	574	260	667	599	1066
CEG38460	Nuclear_pore_complex_component_(sc_Seh1)	788	650	599	860	839	714	3	0	5	0	0	0	3	0	1	8	3	9	18	65	9	24	19	19	117	35	106	449	202	509	933	839	496	525	988	1034	570	388	491	267	363	434	259	540	207	428	553	935
CEG38461	t-snare_family_protein	8033	6587	6207	8910	7752	6666	30	35	49	0	18	10	4	19	16	10	0	11	16	54	8	13	23	14	73	19	72	409	134	402	465	537	316	321	639	418	340	248	241	469	362	518	3960	5914	664	6887	4823	6937
CEG38462	dnaj_homolog_subfamily_b_member_4-like	44012	39033	69592	57409	76061	76459	13	20	49	5	9	22	12	2	0	21	0	23	104	159	12	85	66	72	651	366	478	12437	2662	7775	5730	8039	3126	3165	2795	2201	14480	4250	3164	16393	6127	3106	2666	48338	10668	13853	27006	73321
CEG38463	Uncharacterized_conserved_protein_H4	263	272	322	607	611	420	20	33	63	14	49	19	43	37	32	22	12	32	58	49	37	59	20	66	224	126	208	1583	375	1354	1433	2409	1306	1174	2108	1713	1219	949	1017	1108	1092	1284	762	1368	801	1332	1243	2253
CEG38464	hypothetical_protein	18	20	12	14	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	8	1	3	22	4	3	9	7	7	23	15	39	8	40	48	73
CEG38465	hypothetical_protein	1	0	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
CEG38466	hypothetical_protein	10	7	9	13	18	20	2	1	4	0	0	0	5	5	0	2	0	3	7	13	1	0	4	2	21	14	14	110	27	89	119	129	62	61	134	87	90	59	74	60	98	84	18	17	56	9	20	58
CEG38467	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG38468	hypothetical_protein	215	245	325	443	539	649	127	251	403	31	95	56	42	36	67	21	17	46	34	57	1	14	38	18	99	57	62	625	131	542	721	1256	805	624	929	956	776	686	717	1765	1317	2339	467	442	549	310	339	603
CEG38469	hypothetical_protein	103	189	122	114	140	167	1	0	12	0	0	0	2	0	0	2	0	0	1	15	0	2	2	2	24	8	20	298	82	237	443	498	243	359	444	683	482	485	579	507	506	735	278	371	187	403	354	498
CEG38470	hypothetical_protein,_variant	652	940	942	642	869	933	4	7	16	6	5	5	9	5	3	7	0	10	16	32	13	3	11	28	117	45	115	818	195	908	1594	1654	968	842	1920	2039	1236	1222	1398	2539	1617	2952	2306	2798	1697	2743	2601	3864
CEG38471	Extracellular_protein_SEL-1_and_related_proteins	186	258	287	187	264	299	1	9	10	4	2	23	0	8	4	10	5	0	15	12	0	4	4	3	32	34	45	347	68	436	748	912	393	403	878	829	541	507	616	716	508	942	495	694	572	591	664	1088
CEG38472	trimethylguanosine_synthase	47	58	66	93	73	96	5	2	20	4	18	13	8	10	18	14	1	15	8	3	2	3	7	15	8	17	16	73	17	77	94	85	103	28	66	56	25	14	14	37	13	43	35	30	87	20	81	71
CEG38473	hypothetical_protein	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	3	0	0	0	0	6	1	5	0	0	2	1
CEG38474	ubiquitin-conjugating_enzyme	908	893	641	692	683	553	32	21	26	31	63	22	43	20	29	34	21	23	32	82	9	20	38	74	97	50	98	717	207	596	1439	2047	1142	1015	1622	1671	1667	1423	1556	1718	1523	2264	3554	4324	1070	3890	3822	3522
CEG38475	Intraflagellar_transport_protein_20	2659	1992	1688	1822	1371	1274	9	26	23	5	8	3	6	1	0	8	0	0	5	17	6	7	3	2	3	8	4	469	110	387	544	1172	524	537	627	794	975	975	902	1150	947	1352	2450	3494	524	3247	2995	3367
CEG38476	histone_h3	7945	7939	5351	7352	6105	5215	284	676	922	400	1170	837	406	301	393	203	138	311	272	699	170	132	197	347	877	448	681	4984	1207	4411	9010	13353	7262	6624	10255	9359	8021	8061	8286	11500	10342	12504	16278	17704	6891	17886	15553	15268
CEG38477	histone_h3	6053	7294	4062	4727	3869	3465	77	122	164	68	242	166	109	104	60	78	30	63	28	83	17	19	49	40	100	59	61	709	248	412	709	1123	701	488	453	528	483	409	362	703	592	875	1713	2081	671	2531	2161	1995
CEG38478	Uncharacterized_conserved_protein	662	518	653	674	750	669	13	12	0	15	38	31	19	18	33	17	1	30	16	38	15	17	11	40	59	34	51	396	81	412	478	579	304	193	414	394	291	238	308	239	266	431	469	532	255	651	641	644
CEG38479	RxLR-like_protein	151	93	121	156	142	123	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	58	134	189	231	113	160	363	309	272	244	238	167	201	260	155	235	58	232	272	380
CEG38480	serine_protease_family	32	18	26	35	12	14	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	0	0	0	19	7	21	27	65	10	8	53	41	20	12	17	11	16	13	5	10	12	9	5	25
CEG38481	glycoside_hydrolase	11	4	4	14	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	1	4	5
CEG38482	RxLR-like_protein	711	675	1001	807	1019	1150	0	10	4	0	2	0	8	4	2	0	0	0	13	7	2	10	10	6	30	19	48	1030	195	1057	1689	2499	1053	1876	2914	3971	3297	2983	3537	2412	2035	3159	2219	3900	1012	4019	4347	5376
CEG38483	protein_arginine_n	352	389	596	526	674	619	1	6	27	2	5	2	2	1	6	6	2	10	11	27	4	8	16	34	105	48	78	401	67	335	560	434	287	228	474	384	167	187	214	240	207	342	286	768	212	750	843	1139
CEG38484	RxLR-like_protein	109	159	135	141	153	140	0	0	3	9	15	19	9	4	15	24	1	35	37	42	15	33	43	73	213	112	193	1143	366	1068	1618	1929	1013	828	1321	1286	666	516	539	333	602	576	128	156	531	143	295	250
CEG38485	hypothetical_protein	72	69	53	83	59	55	11	10	7	3	7	0	0	5	0	11	0	18	4	38	22	7	13	11	43	38	56	384	136	342	504	602	363	287	368	572	353	193	264	134	254	333	81	37	128	57	58	46
CEG38486	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CEG38487	hypothetical_protein_PPTG_03081	702	843	1182	912	1148	1293	60	156	211	194	764	606	190	175	394	103	45	137	27	39	5	6	10	13	47	26	54	242	55	183	309	407	191	260	371	331	271	238	261	369	434	837	285	485	272	560	461	617
CEG38488	hypothetical_protein	39	49	43	40	59	53	9	5	23	0	7	3	4	0	0	0	0	0	5	3	0	0	3	0	0	0	3	26	5	21	26	46	23	11	17	33	14	19	33	17	14	33	34	16	15	27	42	51
CEG38489	hypothetical_protein	86	85	102	75	90	85	21	11	65	11	38	42	16	9	18	19	10	21	5	13	0	12	9	5	12	5	23	118	67	109	146	182	112	72	107	90	67	45	53	121	98	179	63	127	107	85	122	131
CEG38490	hypothetical_protein_L915_19651	68	65	59	144	132	107	65	99	139	53	102	61	50	32	58	31	14	21	21	68	16	13	10	16	74	29	53	451	119	354	470	898	454	245	215	191	266	78	71	385	239	301	168	367	285	189	194	578
CEG38491	hypothetical_protein	4	0	0	1	3	4	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	8	0	10	2	1	11	5	0	5	4	6	9	2	7	5	11	10	4
CEG38492	glycine_dehydrogenase	285	337	377	314	440	511	62	101	213	35	78	51	70	29	53	73	21	67	116	97	45	115	98	180	665	394	703	650	140	858	2224	2304	1142	303	520	503	216	140	180	190	281	204	86	139	1380	91	116	149
CEG38493	hypothetical_protein	2856	1846	1881	2334	2259	1938	13	15	13	2	25	16	16	9	0	7	7	2	11	2	0	3	3	3	10	4	11	56	17	64	94	78	31	51	102	103	60	77	94	133	96	145	116	142	78	204	124	278
CEG38494	hypothetical_protein	553	603	660	659	744	729	12	46	85	9	26	15	11	14	7	8	5	8	14	17	3	10	14	7	38	43	51	319	85	290	362	373	286	281	403	488	354	309	330	334	274	474	242	305	184	462	382	444
CEG38495	hypothetical_protein	716	721	1115	1439	1949	1760	196	357	538	152	736	547	151	136	187	19	12	26	9	2	0	3	0	0	0	0	0	7	0	5	22	6	0	13	10	13	5	11	8	11	6	15	5	9	25	21	9	16
CEG38496	hypothetical_protein	50	71	111	34	43	67	7	23	14	18	51	48	22	13	47	10	25	15	32	13	13	8	6	13	30	15	25	228	68	226	376	431	218	217	392	406	229	178	275	182	177	332	276	284	305	377	368	399
CEG38497	Purple_(tartrate-resistant)_acid_phosphatase	41	20	23	32	10	5	0	1	3	2	0	11	0	0	1	5	0	1	30	23	9	66	58	94	723	304	730	2989	887	3069	3187	3204	1894	850	1492	1868	446	254	464	200	506	535	252	28	1192	25	26	38
CEG38498	hypothetical_protein	152	191	252	191	339	353	5	6	3	7	17	4	12	1	0	1	1	1	4	1	0	1	0	0	2	4	18	63	24	39	180	136	87	37	58	58	27	16	26	41	15	71	74	109	81	101	135	116
CEG38499	Anaphase-promoting_complex,_subunit_CDC26	381	309	223	269	224	233	2	7	6	0	4	7	6	1	1	7	0	8	14	15	10	9	12	6	21	12	27	115	28	122	154	240	117	78	125	114	131	111	161	114	93	132	70	102	74	64	110	170
CEG38500	cgmp-dependent_protein	1050	862	1294	1282	1525	1455	14	16	33	9	7	16	6	9	11	5	0	13	11	10	3	7	6	8	45	25	32	203	58	169	237	289	172	120	275	221	206	170	202	172	203	316	776	1088	185	1183	1013	1109
CEG38501	hypothetical_protein	535	599	534	782	766	629	1	0	0	0	0	3	4	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	6	1	0	0	1	1	0	6	9	30	6	4	11	19
CEG38502	hypothetical_protein	276	337	378	457	566	625	5	6	27	0	3	26	8	10	12	3	0	18	22	18	0	13	14	17	28	15	23	31	17	34	31	40	1	10	15	9	12	5	4	30	16	30	52	86	75	38	50	155
CEG38503	hypothetical_protein	88	71	65	58	48	47	0	0	0	0	14	1	3	9	5	10	0	6	0	3	0	0	6	0	0	0	5	14	2	19	49	72	27	24	39	51	40	62	33	36	69	116	155	200	49	268	290	321
CEG38504	voltage-gated_ion_channel_superfamily	5021	5177	3796	5065	4758	4214	48	60	150	42	152	70	58	45	37	51	10	45	67	116	60	74	47	74	217	180	227	865	251	829	1000	1318	869	577	908	817	622	554	685	774	729	972	4791	8306	1221	9130	6627	9937
CEG38505	hypothetical_protein	10	10	21	16	9	15	0	0	0	1	0	0	0	0	2	2	0	0	0	0	1	0	0	0	7	3	3	30	9	36	94	92	43	20	75	76	31	27	37	15	24	37	3	7	22	4	7	9
CEG38506	hypothetical_protein	84	76	117	86	104	106	66	213	278	102	326	397	110	118	192	74	46	83	10	15	2	0	0	1	0	0	0	1	0	0	3	0	0	10	4	9	9	16	7	474	234	320	9029	11080	1397	11438	9889	6226
CEG38507	chaperonin	1288	1325	1990	2450	3641	4129	37	43	70	5	16	5	50	23	61	90	25	253	480	469	259	300	324	671	2385	1141	1603	6721	1200	4296	4402	6862	3322	1340	1326	881	3497	816	666	3344	2100	1091	765	2011	8573	802	1150	2975
CEG38508	amino_acid-polyamine-organocation_family	3248	2832	2501	3346	3283	2574	2	18	13	0	5	3	7	11	8	3	12	9	3	16	12	3	6	9	32	23	33	306	52	319	523	765	371	373	673	674	690	561	661	831	630	846	2527	4627	637	4329	3674	4826
CEG38509	UVR_domain	1670	1915	2625	1763	2406	2663	8	11	9	9	17	32	18	11	14	1	0	9	24	39	9	27	18	46	130	68	186	779	182	851	1258	1523	771	988	1882	2031	1433	1197	1468	1166	924	1458	2779	4801	1070	5550	5182	5161
CEG38510	FOG:_Transposon-encoded_proteins_with_TYA,_reverse_transcriptase,_integrase_domains_in_various_combinations	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG38511	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG38512	hypothetical_protein	121	98	92	223	222	169	0	3	4	14	49	14	19	14	9	5	8	9	7	7	1	4	3	2	3	4	0	11	0	20	11	18	8	22	38	20	17	18	10	7	18	10	4	14	5	20	14	23
CEG38513	hypothetical_protein	17	45	31	23	25	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	1	22	7	6	12	5	4	7	2	6	0	3	17	27	7	38	32	24
CEG38514	FYVE_finger_containing_protein	2702	2740	3255	2910	3328	3003	58	178	311	90	344	219	131	123	153	94	53	77	50	59	26	12	8	29	69	11	37	318	119	359	687	1501	485	687	665	482	557	439	346	1213	809	1038	3162	5739	708	6887	5890	6648
CEG38515	Cytoskeleton-associated_protein_and_related_proteins	72	44	95	70	70	77	3	2	1	5	4	12	5	1	2	6	0	4	12	12	6	2	0	14	38	29	35	293	71	353	653	1350	644	685	1427	886	1003	705	618	1477	1132	1614	2574	2627	761	3115	2810	1699
CEG38516	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG38517	hypothetical_protein_PHYSODRAFT_325501	243	342	452	216	350	322	18	43	81	23	68	54	22	8	31	8	3	28	43	22	11	5	6	25	55	29	56	393	103	438	750	988	540	511	939	937	529	486	649	604	463	1065	547	780	524	943	992	1045
CEG38518	FOG:_Transposon-encoded_proteins_with_TYA,_reverse_transcriptase,_integrase_domains_in_various_combinations	60	121	66	85	82	103	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2	2	5	6	54	11	74	152	157	57	54	50	42	69	51	43	61	33	38	55	195	40	160	191	280
CEG38519	protein	1654	1145	1264	1865	1878	1450	41	81	171	25	55	69	23	23	37	12	0	25	7	14	10	2	10	11	35	17	44	173	27	160	190	285	112	150	305	269	230	174	213	230	218	400	943	1287	206	1470	1032	1173
CEG38520	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG38521	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG38522	hypothetical_protein	13	2	22	23	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	5	1	4	5	11	14	4	4	10	8	16	8	6	37	39	9	51	49	51
CEG38523	Predicted_thioesterase	310	174	171	330	273	183	0	7	4	0	0	0	0	0	0	1	0	0	6	19	5	6	9	1	19	13	22	111	33	94	156	188	90	80	201	175	95	68	70	55	74	112	42	47	46	55	66	94
CEG38524	hypothetical_protein_F443_06196	2768	3544	3433	2828	3719	3840	18	27	21	0	28	12	16	6	9	31	11	18	29	36	16	14	11	30	85	26	60	523	115	459	998	922	586	523	1072	807	557	459	471	481	406	771	907	1518	587	1572	1693	1383
